Longitud,Latitud,Valor
-64.70000,-21.55000,3.10000
-41.30200,-21.69800,3.80000
-43.35000,-21.76700,4.60000
-63.65000,-21.95000,4.70000
-60.60000,-22.01700,2.60000
-41.05000,-22.05000,2.10000
-65.60000,-22.10000,2.10000
-51.38300,-22.11700,3.60000
-57.93300,-22.28300,6.70000
-49.11700,-22.31700,3.10000
-55.83300,-22.60000,7.00000
-63.79400,-22.62000,4.90000
-47.13300,-23.00000,3.70000
-64.32900,-23.15300,4.10000
-51.13300,-23.33300,4.60000
-57.41700,-23.43000,4.60000
-46.65000,-23.61700,3.80000
-54.35000,-24.03300,7.40000
-65.09800,-24.39300,3.40000
-60.58300,-24.70000,4.30000
-65.48300,-24.85000,3.30000
-57.51900,-25.24000,6.30000
-48.51700,-25.51700,4.70000
-54.60000,-25.53300,5.00000
-54.48700,-25.59600,5.70000
-54.46700,-25.73300,6.50000
-56.43300,-25.76700,7.20000
-58.22800,-26.21300,5.10000
-57.15000,-26.66700,6.70000
-65.10500,-26.84100,4.70000
-55.90000,-27.30000,5.50000
-55.97100,-27.38600,6.60000
-58.76200,-27.44600,6.10000
-59.05000,-27.45000,5.30000
-64.30000,-27.76700,3.80000
-65.75200,-28.59600,2.80000
-59.70000,-29.18300,4.60000
-66.81700,-29.38300,2.00000
-57.15200,-29.68900,5.30000
-57.03300,-29.78300,3.30000
-61.95000,-29.88300,3.90000
-63.68300,-29.90000,4.00000
-57.58300,-30.26700,4.50000
-57.65000,-30.26700,5.00000
-66.28300,-30.36700,3.20000
-56.52000,-30.40000,5.10000
-55.47600,-30.97500,5.90000
-57.99700,-31.29700,5.30000
-64.21700,-31.31700,3.40000
-57.96700,-31.43300,4.40000
-68.41800,-31.57100,0.70000
-63.88300,-31.66700,3.90000
-55.98300,-31.70000,4.30000
-60.48300,-31.78300,4.90000
-65.14600,-31.94500,3.40000
-58.03300,-32.33300,3.50000
-54.18300,-32.35000,3.70000
-57.63300,-32.68300,4.40000
-62.15800,-32.68400,3.70000
-56.51700,-32.80000,4.20000
-68.78300,-32.83300,1.10000
-60.78500,-32.90400,3.90000
-58.61300,-33.01000,4.50000
-68.41700,-33.08300,1.70000
-64.26100,-33.08500,3.60000
-54.38300,-33.21700,4.10000
-58.06700,-33.25000,3.10000
-66.35600,-33.27300,3.30000
-56.50000,-33.35000,4.60000
-65.38700,-33.73000,2.90000
-63.36700,-34.13300,3.90000
-57.77100,-34.45600,3.70000
-54.30000,-34.48300,4.10000
-60.93100,-34.54600,4.00000
-58.41600,-34.55900,4.40000
-58.48300,-34.58300,6.40000
-68.40300,-34.58800,1.80000
-58.53600,-34.82200,3.70000
-56.03100,-34.83800,3.90000
-57.89500,-34.97200,5.10000
-69.57400,-35.49400,1.60000
-63.75800,-35.69600,4.40000
-61.90000,-35.86700,3.60000
-57.73300,-36.35000,4.30000
-64.26600,-36.56700,3.10000
-59.88300,-36.83300,5.00000
-59.22800,-37.23700,3.70000
-57.58300,-37.93300,3.70000
-60.33000,-38.38700,3.10000
-62.16700,-38.73300,2.90000
-68.13300,-38.95000,1.30000
-65.10000,-40.78300,1.70000
-63.00000,-40.86900,1.70000
-71.15800,-41.15100,3.10000
-71.15000,-42.93300,2.00000
-65.26600,-43.20000,1.00000
172.53200,-43.48900,1.80000
147.14500,-43.48920,2.60000
146.90000,-43.60000,3.80000
146.27100,-43.65780,3.50000
-176.56700,-43.95000,2.40000
-67.50000,-45.78300,1.00000
168.33300,-46.41700,3.00000
51.85000,-46.43300,6.00000
37.86700,-46.88300,6.30000
-67.80300,-49.30700,1.20000
70.25000,-49.35000,2.00000
-72.30000,-50.33300,1.00000
166.30000,-50.48300,2.60000
-69.28300,-51.61700,1.00000
-58.44700,-51.82300,1.70000
169.16700,-52.55000,3.40000
158.93700,-54.49900,2.70000
-68.29600,-54.84300,1.70000
-44.73300,-60.73300,6.60000
-58.85000,-62.18300,2.20000
-58.88300,-62.18300,2.70000
-58.98300,-62.18300,1.80000
-58.96700,-62.21700,1.90000
-58.63300,-62.23300,1.10000
-59.68300,-62.50000,2.20000
-56.68300,-63.31700,1.90000
-56.98300,-63.40000,7.80000
-56.71700,-64.23300,1.10000
-67.13300,-68.11700,1.50000
11.83300,-70.76700,1.20000
170.21700,-72.30000,0.40000
-34.61700,-77.86700,1.10000
166.73300,-77.88330,0.50000
-119.53300,-80.01670,0.20000
0.00000,-90.00000,0.00000
