"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"AG.LND.PRCP.MM","Promedio detallado de precipitaciones (mm anuales)  ","Precipitación media es el promedio a largo plazo en profundidad (sobre espacio y tiempo) de precipitación anual en el país. La precipitación se define como cualquier tipo de agua que cae de las nubes en forma líquida o sólida.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
